N,num_goldbach_pairs,rho_min,rho_mean,rho_max
5848,74,5.411957,6.548119,6.721398
5850,191,4.87997,5.942508,6.111922
5852,91,5.61393,6.85727,7.040977
5854,68,5.933557,7.13874,7.360778
5856,131,4.772853,5.905438,6.082405
5858,66,6.128734,7.166415,7.360781
5860,89,5.613991,6.866957,7.04126
5862,128,6.051241,7.174887,7.360865
5864,62,5.294473,6.498667,6.72136
5866,80,6.051237,7.183005,7.360928
5868,131,5.302754,6.345566,6.534961
5870,87,5.933578,7.175152,7.36097
5872,73,4.975086,6.182556,6.40249
5874,157,6.051229,7.169415,7.361018
5876,74,5.809216,6.872078,7.041406
5878,69,6.232684,7.200172,7.361079
5880,216,4.696975,5.649208,5.8254
5882,67,5.933594,7.160388,7.360818
5884,74,5.614173,6.82142,7.041725
5886,140,5.038711,6.153606,6.348654
5888,74,3.892874,4.923696,5.125399
5890,98,6.23263,7.178438,7.36122
5892,127,5.913248,6.851578,7.04188
5894,79,6.271018,7.18289,7.361064
5896,74,5.693952,6.54298,6.722606
5898,132,6.332636,7.180278,7.361316
5900,89,4.872849,6.107682,6.300326
5902,76,6.051202,7.174923,7.361375
5904,134,4.66465,5.7175,5.89737
5906,71,5.933625,7.196704,7.361429
5908,87,5.731923,6.847576,7.042174
5910,182,6.128605,7.180416,7.361478
5912,64,5.831854,6.569154,6.722716
5914,74,6.232523,7.171194,7.361528
5916,153,5.95168,6.877658,7.042329
5918,71,6.510802,7.196425,7.361531
5920,96,5.055701,5.90755,6.084808
5922,161,5.852116,6.686211,6.855728
5924,66,6.225936,6.878226,7.042476
5926,65,5.933651,7.174257,7.361677
5928,146,5.412879,6.546076,6.723403
5930,87,5.933657,7.172049,7.361386
5932,70,5.732049,6.852483,7.042627
5934,139,6.128547,7.188831,7.361776
5936,79,5.313502,6.242431,6.404435
5938,73,6.232416,7.191403,7.361826
5940,202,4.940262,5.861776,6.031333
5942,67,5.933672,7.169426,7.361875
5944,73,5.413062,6.536168,6.723676
5946,133,6.128517,7.196224,7.36187
5948,55,6.32696,6.876995,7.042727
5950,107,5.491638,6.437713,6.621215
5952,133,4.675714,5.601034,5.766982
5954,73,6.469976,7.206362,7.362008
5956,75,5.614715,6.849483,7.043061
5958,138,5.545603,6.686899,6.856515
5960,81,5.49058,6.552726,6.723763
5962,77,6.401542,7.198627,7.362113
5964,167,5.913374,6.884843,7.04321
5966,75,6.270646,7.194135,7.362058
5968,69,5.497881,6.235495,6.405483
5970,177,6.332179,7.197153,7.362215
5972,63,6.038796,6.89538,7.043361
5974,73,6.564901,7.186946,7.362255
5976,129,5.25836,6.057303,6.219193
5978,75,5.834458,6.31645,6.467086
5980,99,6.214831,6.88198,7.043503
5982,132,6.454468,7.206151,7.362357
5984,78,4.658511,5.926443,6.087032
5986,72,6.051122,7.178468,7.362393
5988,126,5.809636,6.884144,7.043645
5990,87,5.933735,7.194318,7.362451
5992,81,5.413606,6.553308,6.724961
5994,140,4.612814,5.679772,5.846911
5996,63,6.225642,6.895847,7.04364
5998,72,6.232152,7.178499,7.362563
6000,178,3.834328,4.77382,4.926444
6002,62,6.682748,7.226311,7.362612
6004,73,6.013285,6.888892,7.043916
6006,195,6.357445,7.21587,7.362631
6008,61,6.152615,6.587574,6.725343
6010,92,5.93376,7.183889,7.362709
6012,137,5.227443,6.376905,6.539079
6014,69,5.933766,7.188436,7.362684
6016,69,4.139442,5.292984,5.450964
6018,146,6.128343,7.19909,7.362805
6020,111,5.951786,6.894497,7.044245
6022,66,6.232047,7.208531,7.362856
6024,144,5.63323,6.55362,6.725757
6026,68,6.357311,7.207677,7.362671
6028,75,6.013281,6.872685,7.044251
6030,173,5.852436,6.711956,6.858105
6032,74,4.978254,6.245626,6.407392
6034,84,6.051076,7.172746,7.363001
6036,126,5.809812,6.885459,7.044529
6038,65,6.469236,7.233053,7.36305
6040,91,5.296873,6.528218,6.726137
6042,151,6.051069,7.205931,7.363098
6044,61,5.809842,6.895225,7.043998
6046,65,5.933807,7.189683,7.363147
6048,161,3.768055,4.913384,5.080159
6050,99,4.093013,5.348677,5.522382
6052,72,5.732669,6.857842,7.044823
6054,140,6.128256,7.18642,7.363165
6056,71,5.297087,6.546656,6.726533
6058,77,6.051054,7.179744,7.363202
6060,177,5.8099,6.883927,7.044973
6062,76,6.35707,7.2084,7.363318
6064,68,5.276911,6.23114,6.408408
6066,132,5.765635,6.692595,6.858857
6068,59,6.150681,6.890164,7.045113
6070,98,5.933837,7.179671,7.363002
6072,147,5.414501,6.575963,6.726917
6074,68,6.128209,7.199335,7.363485
6076,84,4.72217,5.968045,6.151671
6078,138,6.051035,7.195405,7.363533
6080,93,4.537086,5.601133,5.772438
6082,70,5.933852,7.19055,7.363581
6084,153,4.05103,5.187884,5.363596
6086,72,6.12818,7.191922,7.363628
6088,67,5.896244,6.577525,6.727255
6090,222,6.231753,7.201045,7.363676
6092,64,5.615715,6.864688,7.045412
6094,79,5.933867,7.14919,7.363693
6096,140,5.096641,6.221988,6.40901
6098,61,6.128152,7.182532,7.363773
6100,100,5.174999,6.142252,6.307048
6102,132,5.22338,6.192774,6.355497
6104,84,5.297724,6.545824,6.727683
6106,68,6.051009,7.193775,7.363846
6108,142,5.810074,6.870713,7.045834
6110,99,6.356753,7.20393,7.363915
6112,68,4.959538,5.911515,6.091793
6114,132,6.269897,7.191019,7.363549
6116,73,5.615889,6.873178,7.04598
6118,95,6.050998,7.186455,7.363923
6120,192,4.988145,6.058162,6.224072
6122,64,6.468509,7.204613,7.364059
6124,72,5.615947,6.856197,7.046114
6126,141,6.050991,7.18842,7.36409
6128,61,5.174277,6.259243,6.410326
6130,91,6.331189,7.201292,7.36414
6132,162,5.913662,6.884796,7.04626
6134,71,5.933918,7.171511,7.364202
6136,76,5.298146,6.529651,6.728335
6138,152,5.547159,6.681436,6.860419
6140,85,5.810189,6.886311,7.046408
6142,69,6.23153,7.177785,7.364241
6144,145,3.053125,4.018292,4.185921
6146,81,5.933933,7.182036,7.364344
6148,75,5.733154,6.88125,7.046456
6150,190,5.390111,6.462954,6.626472
6152,60,5.720893,6.531408,6.728564
6154,76,5.933943,7.16423,7.364124
6156,142,4.222241,5.378949,5.535738
6158,66,6.128011,7.199243,7.364487
6160,123,5.377772,6.244878,6.411239
6162,154,6.231445,7.203802,7.364534
6164,77,5.951928,6.874799,7.046678
6166,71,5.933958,7.191544,7.364581
6168,138,5.415557,6.564655,6.729209
6170,81,6.127982,7.19536,7.364614
6172,69,6.1352,6.873708,7.046978
6174,163,3.94433,4.90968,5.077551
6176,69,4.663368,5.907704,6.094087
6178,71,6.050943,7.192848,7.364723
6180,180,5.810332,6.871784,7.047099
6182,72,6.356283,7.210024,7.364748
6184,73,5.596146,6.546522,6.729187
6186,132,6.269541,7.207466,7.364801
6188,84,6.190675,6.901715,7.047255
6190,91,6.330826,7.213734,7.36474
6192,136,4.900234,5.739988,5.908899
6194,69,6.467895,7.187393,7.363855
6196,66,6.082272,6.879256,7.046797
6198,119,6.562585,7.223532,7.364955
6200,87,4.561747,5.817795,5.992718
6202,86,5.934002,7.180649,7.364997
6204,161,5.733433,6.874731,7.047534
6206,75,5.934007,7.191205,7.364948
6208,68,4.463603,5.609928,5.777757
6210,195,5.121594,6.188764,6.358797
6212,61,5.951974,6.90719,7.047606
6214,83,5.934017,7.175405,7.364978
6216,163,5.416077,6.564895,6.730317
6218,72,6.127871,7.195306,7.365192
6220,90,5.616632,6.867765,7.047806
6222,148,6.050903,7.197088,7.365123
6224,74,4.981923,6.227507,6.413094
6226,79,6.050899,7.189663,7.365272
6228,144,5.307521,6.38473,6.544982
6230,109,6.269325,7.200895,7.365331
6232,77,5.299395,6.546641,6.730578
6234,135,6.050892,7.177199,7.36532
6236,77,5.81053,6.86261,7.048042
6238,74,6.330538,7.20627,7.365425
6240,198,4.962014,5.930572,6.096346
6242,66,6.269267,7.199106,7.365472
6244,89,6.082206,6.879524,7.048088
6246,140,5.827676,6.699925,6.862699
6248,75,5.721399,6.568383,6.731036
6250,95,2.987836,4.247006,4.419298
6252,146,5.73367,6.880974,7.04835
6254,68,6.127788,7.201223,7.365527
6256,77,5.637721,6.275902,6.414084
6258,159,6.231042,7.204768,7.365656
6260,98,5.616914,6.871306,7.04846
6262,73,6.050867,7.188475,7.365515
6264,147,4.488194,5.555714,5.7261
6266,72,5.934081,7.187321,7.365682
6268,73,5.733748,6.882485,7.048308
6270,218,6.127751,7.209554,7.365747
6272,78,3.141363,4.399115,4.573077
6274,71,5.934091,7.149532,7.365843
6276,138,5.733787,6.870646,7.048779
6278,69,6.127733,7.177122,7.365868
6280,101,5.30001,6.540393,6.731764
6282,138,5.548364,6.678565,6.86344
6284,68,5.810698,6.858172,7.048927
6286,80,6.330253,7.19634,7.365968
6288,145,5.279925,6.247022,6.414999
6290,108,5.93411,7.192021,7.366014
6292,82,4.637313,5.772687,5.952448
6294,143,6.127696,7.195128,7.365814
6296,69,5.721648,6.587216,6.732158
6298,77,6.230877,7.202727,7.366037
6300,216,4.713852,5.64479,5.811004
6302,69,5.934125,7.182063,7.366145
6304,82,4.666505,5.888355,6.098561
6306,137,6.050827,7.180754,7.366206
6308,70,5.810782,6.872913,7.049327
6310,101,6.230827,7.191545,7.366228
6312,138,5.597099,6.559614,6.732533
6314,96,5.934139,7.182936,7.366092
6316,69,5.733982,6.85116,7.048669
6318,150,4.119017,5.18429,5.357713
6320,86,4.983705,6.241133,6.415732
6322,77,6.050813,7.17842,7.366355
6324,156,5.810837,6.86702,7.049613
6326,65,5.934154,7.205911,7.366441
6328,93,5.417271,6.538679,6.732911
6330,185,6.127615,7.183813,7.366487
6332,70,5.617416,6.889363,7.049764
6334,75,6.050802,7.159973,7.366532
6336,150,4.041996,5.109645,5.28095
6338,61,6.506897,7.214804,7.366578
6340,98,5.617471,6.849628,7.049877
6342,161,6.050795,7.194292,7.366567
6344,76,5.49423,6.560328,6.733291
6346,81,5.934178,7.170729,7.36664
6348,142,4.301732,5.435852,5.617633
6350,95,5.392348,6.474142,6.631493
6352,72,5.448797,6.237212,6.416313
6354,140,5.728816,6.686332,6.864928
6356,80,5.617582,6.863257,7.050173
6358,88,4.756702,5.891722,6.072724
6360,194,5.494376,6.556944,6.733655
6362,71,5.934197,7.20012,7.366851
6364,80,5.617637,6.835659,7.049862
6366,144,6.050774,7.180748,7.366888
6368,61,4.861368,5.929266,6.100758
6370,130,5.045598,6.287923,6.478326
6372,140,4.730914,5.876283,6.04711
6374,73,6.127516,7.159785,7.366988
6376,72,5.301224,6.525705,6.734011
6378,138,6.050763,7.182587,7.367033
6380,102,5.81103,6.882169,7.050567
6382,78,5.934221,7.168252,7.367078
6384,190,5.101409,6.235698,6.417749
6386,72,6.127489,7.190389,7.367111
6388,75,6.134706,6.892927,7.050703
6390,191,5.728993,6.692269,6.86566
6392,77,5.301424,6.558376,6.734358
6394,78,6.050749,7.183376,7.367213
6396,164,5.811085,6.869491,7.050852
6398,80,6.35491,7.203814,7.367252
6400,98,2.985165,4.221402,4.418202
6402,156,6.050742,7.184191,7.367295
6404,77,5.811112,6.855994,7.050985
6406,69,6.329552,7.179113,7.367349
6408,140,5.096453,6.060737,6.233394
6410,96,6.268464,7.186249,7.367382
6412,92,6.081979,6.888062,7.051125
6414,146,6.329506,7.194276,7.367396
6416,71,5.405991,6.251382,6.418645
6418,71,6.450896,7.206513,7.367484
6420,184,6.081969,6.88686,7.051259
6422,72,5.370011,6.050563,6.19728
6424,76,5.301823,6.577229,6.735102
6426,187,5.04835,6.190548,6.365203
6428,76,5.811193,6.868976,7.05135
6430,94,5.934278,7.199474,7.367618
6432,138,4.785999,5.932689,6.102921
6434,74,6.127382,7.178185,7.367664
6436,74,6.244075,6.876785,7.051385
6438,150,6.230306,7.20504,7.367709
6440,111,5.636054,6.559624,6.735438
6442,67,6.587357,7.200507,7.367754
6444,148,5.512196,6.381167,6.550617
6446,74,6.354613,7.197023,7.367797
6448,79,5.663267,6.255695,6.419528
6450,183,5.664096,6.473388,6.633931
6452,69,5.618237,6.868147,7.051754
6454,91,5.934306,7.198262,7.367875
6456,138,5.418605,6.558441,6.735806
6458,73,6.127329,7.176876,7.367932
6460,107,5.914196,6.895001,7.051922
6462,145,5.729344,6.700181,6.8671
6464,66,4.688209,5.599244,5.787893
6466,76,6.329208,7.210095,7.368009
6468,188,5.126156,6.003119,6.164997
6470,95,6.354465,7.202348,7.368059
6472,69,5.302416,6.573628,6.736172
6474,163,6.05068,7.206046,7.368105
6476,72,5.618399,6.862053,7.05219
6478,72,6.050676,7.203826,7.368148
6480,193,3.677423,4.750701,4.918317
6482,82,6.268127,7.211106,7.368196
6484,72,5.618452,6.87626,7.052093
6486,149,6.050669,7.199512,7.36824
6488,72,5.495528,6.54099,6.736527
6490,109,6.329071,7.212374,7.368225
6492,138,5.914246,6.880556,7.052452
6494,76,5.934353,7.173643,7.368255
6496,94,4.78737,5.940111,6.104922
6498,151,4.285146,5.359446,5.52621
6500,105,4.571949,5.417032,5.586057
6502,78,6.230051,7.191102,7.368421
6504,140,5.636469,6.57152,6.736886
6506,64,6.505421,7.209991,7.368465
6508,67,6.013213,6.902282,7.052731
6510,241,6.35422,7.216524,7.368509
6512,74,5.518081,6.261708,6.421329
6514,75,6.397568,7.213533,7.368554
6516,148,5.723245,6.40583,6.552472
6518,66,6.505318,7.2075,7.368598
6520,94,5.818723,6.583485,6.737207
6522,145,6.465204,7.212269,7.36864
6524,84,5.61872,6.883007,7.052994
6526,79,6.050635,7.211647,7.368609
6528,152,4.233299,5.312489,5.474831
6530,97,6.618202,7.214459,7.368729
6532,82,5.618774,6.871071,7.053059
6534,166,3.958317,5.113494,5.276418
6536,77,5.495954,6.589609,6.73756
6538,83,6.3288,7.224179,7.368741
6540,190,5.914321,6.896759,7.053209
6542,69,6.26785,7.207914,7.368862
6544,75,5.45069,6.268432,6.422155
6546,141,6.328754,7.228069,7.368839
6548,69,6.038454,6.881423,7.053349
6550,101,5.201792,6.483394,6.636311
6552,184,4.919506,6.080223,6.237854
6554,71,5.934423,7.1756,7.368981
6556,81,5.618933,6.878186,7.053514
6558,137,6.050608,7.189936,7.369029
6560,99,4.865224,5.942298,6.107169
6562,78,6.229814,7.202537,7.368953
6564,137,5.914358,6.885678,7.053641
6566,85,5.048892,6.308247,6.483568
6568,70,5.419746,6.567618,6.73821
6570,202,5.627162,6.71539,6.869242
6572,70,5.619039,6.875575,7.053781
6574,78,5.934446,7.168709,7.369185
6576,149,5.104443,6.264227,6.423065
6578,89,6.127066,7.200119,7.369249
6580,117,5.619092,6.879676,7.053894
6582,142,6.050587,7.189739,7.369278
6584,75,5.303779,6.527291,6.738633
6586,73,6.050584,7.189904,7.369316
6588,145,4.812194,5.871427,6.054489
6590,91,6.267631,7.199588,7.369375
6592,75,4.653218,5.608113,5.792812
6594,177,6.267613,7.203773,7.369416
6596,73,6.038427,6.902512,7.054136
6598,76,6.328463,7.219423,7.369474
6600,211,4.991179,5.843447,6.006998
6602,70,5.934478,7.219339,7.369517
6604,89,5.735338,6.882026,7.054266
6606,138,5.627395,6.713668,6.869949
6608,85,5.518899,6.245109,6.423955
6610,97,5.934487,7.193739,7.369543
6612,149,5.735375,6.884671,7.054437
6614,79,6.126989,7.19423,7.369647
6616,70,5.698032,6.582718,6.739284
6618,142,6.229595,7.193682,7.369689
6620,91,5.952351,6.891761,7.054568
6622,105,5.934501,7.189503,7.369731
6624,149,4.290606,5.441578,5.609807
6626,73,6.126963,7.206735,7.369777
6628,71,6.134178,6.901694,7.054693
6630,218,6.229549,7.210652,7.369819
6632,66,5.637282,6.578676,6.739684
6634,72,6.585452,7.231698,7.369673
6636,176,6.013195,6.90273,7.054827
6638,69,6.35345,7.189758,7.369907
6640,92,4.989414,6.257818,6.424723
6642,142,4.552628,5.708606,5.872041
6644,86,5.81191,6.89353,7.054955
6646,69,6.558241,7.218945,7.369993
6648,138,5.599493,6.575244,6.740028
6650,114,5.535994,6.475079,6.63867
6652,70,6.270305,6.884733,7.055086
6654,151,6.328153,7.215531,7.370079
6656,80,3.414942,4.673146,4.850498
6658,78,6.050523,7.226579,7.370122
6660,194,5.312813,6.390047,6.556066
6662,69,5.934546,7.218787,7.370165
6664,89,4.42068,5.683677,5.856203
6666,165,6.050516,7.202477,7.370206
6668,68,5.811988,6.874411,7.055329
6670,108,6.229394,7.212792,7.370248
6672,147,5.284795,6.267289,6.42568
6674,76,6.267252,7.193361,7.370293
6676,75,5.61972,6.895524,7.055471
6678,177,5.55151,6.706676,6.871339
6680,99,5.497206,6.563788,6.740707
6682,81,5.934569,7.196043,7.370373
6684,148,5.735702,6.888967,7.055594
6686,77,6.126835,7.204667,7.370422
6688,83,5.189715,5.9589,6.111326
6690,187,6.229317,7.205872,7.370465
6692,83,5.619823,6.874699,7.055725
6694,69,5.934582,7.206586,7.370508
6696,153,4.423333,5.575399,5.743357
6698,75,6.12681,7.183542,7.370515
6700,104,5.183821,6.169975,6.325105
6702,145,6.229271,7.197455,7.370592
6704,77,4.990515,6.225806,6.426534
6706,89,5.934596,7.190581,7.370635
6708,169,5.73581,6.883051,7.055984
6710,105,6.126785,7.191435,7.370652
6712,78,5.305302,6.541898,6.741377
6714,149,5.551785,6.70444,6.872025
6716,72,5.812143,6.871357,7.056108
6718,79,6.327802,7.217173,7.370763
6720,239,4.656164,5.634054,5.797746
6722,71,5.934614,7.173697,7.370806
6724,71,4.050468,5.220859,5.370606
6726,151,6.126751,7.186857,7.370809
6728,76,4.195636,5.053196,5.213413
6730,95,6.229164,7.208813,7.37089
6732,175,5.453908,6.389078,6.557827
6734,101,6.46355,7.211005,7.370932
6736,72,4.991061,6.256538,6.427377
6738,144,6.050457,7.204535,7.370966
6740,94,5.620132,6.86855,7.056416
6742,82,6.050453,7.185555,7.371018
6744,144,5.497752,6.56207,6.742078
6746,79,6.266931,7.192322,7.37106
6748,91,5.914637,6.891787,7.056617
6750,188,3.809879,4.754829,4.914064
6752,73,5.095025,5.940237,6.113366
6754,77,6.327606,7.215963,7.371127
6756,151,6.038338,6.897298,7.056724
6758,71,6.636943,7.200174,7.371066
6760,112,4.60373,5.43308,5.579011
6762,172,5.565688,6.320151,6.488636
6764,81,5.620286,6.878559,7.056874
6766,78,5.934663,7.189201,7.37126
6768,147,4.609131,5.76595,5.929981
6770,95,6.126659,7.202113,7.371211
6772,71,5.914672,6.880822,7.056987
6774,141,6.228997,7.20234,7.371342
6776,98,4.550835,5.490534,5.655373
6778,74,6.327477,7.209107,7.371398
6780,191,6.013175,6.904092,7.057128
6782,71,5.934681,7.189629,7.37144
6784,80,4.049065,5.312398,5.485834
6786,159,5.552328,6.709416,6.873385
6788,70,5.812373,6.886917,7.057176
6790,122,6.228937,7.223718,7.371438
6792,151,5.600474,6.570486,6.743062
6794,81,5.934694,7.199187,7.37154
6796,73,5.620489,6.877187,7.057378
6798,162,6.050408,7.193643,7.371606
6800,100,4.454522,5.523971,5.69949
6802,81,6.228892,7.200292,7.371646
6804,183,3.922961,4.907238,5.065745
6806,79,5.934707,7.18891,7.371674
6808,82,5.422111,6.556396,6.743385
6810,195,6.126576,7.204341,7.371695
6812,79,6.038307,6.899017,7.057553
6814,78,6.228847,7.224955,7.371775
6816,146,5.010215,5.948084,6.11534
6818,88,6.502798,7.218314,7.371772
6820,107,6.01317,6.901141,7.057756
6822,152,5.854582,6.708662,6.874058
6824,76,5.834746,6.593581,6.74375
6826,76,5.934729,7.193278,7.3719
6828,136,5.736344,6.896202,7.057845
6830,93,5.934734,7.184804,7.371907
6832,95,4.992679,6.236072,6.429867
6834,166,6.050378,7.200963,7.371946
6836,73,5.620742,6.847622,7.057967
6838,77,6.050375,7.189211,7.372007
6840,205,5.000917,6.077938,6.246446
6842,78,6.26651,7.195168,7.372022
6844,80,5.620793,6.875554,7.057565
6846,170,6.050369,7.199603,7.372106
6848,75,4.556819,5.62878,5.80243
6850,99,5.598179,6.472273,6.643213
6852,146,5.91479,6.881663,7.058232
6854,77,6.266458,7.208165,7.372166
6856,74,5.767517,6.590017,6.744415
6858,144,5.33206,6.216274,6.377217
6860,119,3.858585,5.12035,5.296043
6862,77,6.050356,7.202183,7.372268
6864,178,5.184906,6.263823,6.430725
6866,73,5.934773,7.193494,7.372315
6868,81,5.736519,6.886786,7.05849
6870,192,6.126452,7.196294,7.372347
6872,77,5.307157,6.568944,6.744679
6874,97,5.934782,7.178986,7.372387
6876,154,5.239207,6.383951,6.56127
6878,80,6.126436,7.222977,7.372323
6880,103,4.973521,5.95472,6.117366
6882,162,6.228593,7.202618,7.372479
6884,77,5.952579,6.879387,7.058661
6886,83,5.934795,7.183643,7.372387
6888,178,5.422877,6.581631,6.745027
6890,117,6.126411,7.210869,7.37256
6892,83,6.081366,6.885205,7.058731
6894,151,5.73135,6.703147,6.875401
6896,68,5.325214,6.281926,6.431558
6898,77,6.447288,7.218395,7.372646
6900,206,5.284847,6.163331,6.330682
6902,100,5.934812,7.190772,7.372681
6904,76,5.423029,6.58579,6.745386
6906,148,6.126378,7.21966,7.372728
6908,76,6.188443,6.907438,7.059047
6910,99,5.934821,7.183724,7.372768
6912,146,2.860973,3.997912,4.183446
6914,77,5.934825,7.181414,7.37281
6916,101,5.736728,6.879406,7.059244
6918,154,6.126354,7.212297,7.372851
6920,94,5.307703,6.561033,6.745743
6922,78,6.050307,7.188759,7.372892
6924,151,5.812798,6.89354,7.059369
6926,67,6.351779,7.215627,7.372933
6928,82,5.287854,6.253571,6.432383
6930,268,5.769224,6.713522,6.876067
6932,73,6.300647,6.911628,7.059491
6934,73,6.326647,7.20445,7.373015
6936,162,4.44341,5.295932,5.464723
6938,70,6.462017,7.215692,7.373056
6940,103,6.081308,6.895081,7.059606
6942,160,6.461987,7.211262,7.373033
6944,102,5.248014,5.967045,6.119322
6946,79,6.446944,7.225715,7.37307
6948,147,5.651761,6.420263,6.562971
6950,100,5.207146,6.483871,6.645428
6952,90,5.308064,6.554875,6.746393
6954,162,6.050282,7.206034,7.373215
6956,76,5.812897,6.91057,7.059851
6958,94,5.348572,6.32233,6.493516
6960,205,5.288226,6.274258,6.433198
6962,73,4.091552,5.367367,5.529969
6964,77,5.621539,6.848479,7.059876
6966,157,4.560426,5.715854,5.88349
6968,77,5.499614,6.57586,6.746719
6970,115,5.934885,7.18991,7.373285
6972,186,5.736969,6.888398,7.060091
6974,92,5.934889,7.186474,7.373412
6976,73,4.483871,5.621997,5.807021
6978,145,6.126233,7.184883,7.373454
6980,96,5.621637,6.879109,7.060217
6982,79,6.05026,7.184151,7.373503
6984,151,5.003274,6.080727,6.250565
6986,95,5.934902,7.198481,7.373533
6988,78,5.737037,6.874924,7.060326
6990,206,6.126209,7.20397,7.373584
6992,78,5.522027,6.271186,6.433992
6994,82,5.934911,7.17846,7.373608
6996,161,5.737071,6.889134,7.060452
6998,72,6.126192,7.222214,7.373665
7000,119,3.854346,5.109661,5.293094
7002,150,5.553918,6.707214,6.877378
7004,83,5.621784,6.860696,7.060561
7006,84,6.050241,7.184453,7.373722
7008,155,4.873705,5.933899,6.121296
7010,96,6.26579,7.207738,7.373786
7012,83,5.91502,6.875523,7.060459
7014,180,6.265773,7.203284,7.373798
7016,76,5.308781,6.578125,6.747693
7018,87,4.9672,6.104381,6.29083
7020,231,4.820727,5.894913,6.06846
7022,72,5.934941,7.193216,7.373908
7024,77,5.111118,6.24225,6.434811
7026,157,6.126136,7.205515,7.373944
7028,84,6.148341,6.900177,7.060952
7030,121,5.934949,7.185405,7.373978
7032,158,5.424229,6.582487,6.748011
7034,79,6.126121,7.188305,7.374028
7036,75,6.013141,6.881404,7.060871
7038,168,5.731984,6.708828,6.878028
7040,104,4.387929,5.347131,5.496353
7042,93,5.934962,7.179406,7.374043
7044,153,5.737275,6.883591,7.061192
7046,75,5.934966,7.19133,7.374148
7048,78,5.424377,6.556235,6.748318
7050,210,5.399544,6.479895,6.647643
7052,75,5.952718,6.906496,7.061309
7054,75,6.227965,7.191323,7.374229
7056,186,3.952721,4.893729,5.061373
7058,72,6.351041,7.184575,7.374269
7060,103,5.622125,6.872826,7.061433
7062,171,6.050197,7.205063,7.374309
7064,77,5.50039,6.574556,6.748654
7066,75,6.393982,7.201602,7.374349
7068,168,5.915099,6.902363,7.061553
7070,113,6.265538,7.208035,7.374388
7072,89,4.683811,5.939302,6.123226
7074,162,5.058681,6.207142,6.382921
7076,81,5.813262,6.894583,7.061672
7078,79,6.60529,7.229496,7.374469
7080,198,5.602361,6.586095,6.748977
7082,71,5.935004,7.208777,7.374508
7084,108,5.737444,6.898146,7.061789
7086,157,6.126017,7.199264,7.374548
7088,75,5.412728,6.274769,6.43642
7090,108,6.227836,7.210915,7.374586
7092,152,5.457139,6.410185,6.566298
7094,79,6.500596,7.217299,7.374628
7096,75,5.700457,6.573159,6.749294
7098,195,5.193819,6.055552,6.217664
7100,105,5.422216,6.17108,6.336064
7102,83,6.39376,7.217695,7.373776
7104,159,4.990968,5.67375,5.811545
7106,93,5.935029,7.214673,7.374746
7108,82,5.737545,6.880192,7.062137
7110,204,5.6305,6.715625,6.879312
7112,91,5.309842,6.593145,6.749609
7114,82,6.050157,7.206224,7.374826
7116,150,5.813381,6.896054,7.062269
7118,67,6.612369,7.218867,7.374866
7120,100,5.290058,6.267589,6.437207
7122,154,6.265322,7.205313,7.374898
7124,79,5.62251,6.90013,7.06238
7126,94,6.050147,7.196794,7.374929
7128,161,4.014914,5.100494,5.263943
7130,107,5.935054,7.226511,7.374984
7132,84,5.622558,6.853796,7.062494
7134,166,6.050141,7.216975,7.375012
7136,71,4.876007,5.957531,6.125105
7138,89,6.227665,7.201435,7.375061
7140,258,5.9152,6.902297,7.062623
7142,72,6.265239,7.214428,7.375103
7144,82,5.700688,6.571639,6.75021
7146,154,5.830367,6.712802,6.879934
7148,79,6.038129,6.903503,7.062724
7150,123,5.668074,6.474908,6.649785
7152,147,5.456256,6.277918,6.438004
7154,87,5.058091,6.345856,6.498233
7156,76,5.737745,6.877282,7.062835
7158,145,6.125876,7.206026,7.375235
7160,99,5.835689,6.613301,6.750542
7162,82,5.935087,7.179582,7.3753
7164,162,5.242731,6.408072,6.567932
7166,76,6.125861,7.210953,7.375339
7168,94,3.514559,4.397341,4.564322
7170,200,6.227552,7.224613,7.375365
7172,82,5.952815,6.922945,7.063084
7174,87,6.39332,7.21402,7.375417
7176,175,5.700841,6.60176,6.750874
7178,77,6.350385,7.218735,7.375451
7180,106,5.622844,6.886559,7.063196
7182,193,5.060289,6.223839,6.385663
7184,75,5.189099,6.295057,6.438782
7186,74,6.604286,7.22915,7.375535
7188,160,5.915266,6.90373,7.063329
7190,107,5.935116,7.212275,7.375572
7192,85,5.425691,6.570605,6.751119
7194,163,6.125806,7.218712,7.375609
7196,93,5.622939,6.905632,7.063446
7198,76,6.050092,7.19559,7.375647
7200,198,3.657549,4.749202,4.907425
7202,78,6.533413,7.238133,7.375676
7204,75,5.915288,6.888976,7.063559
7206,147,6.264977,7.21057,7.375729
7208,77,5.835819,6.60192,6.751482
7210,126,5.935137,7.201541,7.375767
7212,152,5.737976,6.901843,7.063673
7214,78,5.935141,7.225918,7.375809
7216,95,4.998885,6.244572,6.439567
7218,150,5.555448,6.703917,6.881205
7220,105,4.488054,5.570344,5.738165
7222,80,5.935149,7.178353,7.375498
7224,189,5.425979,6.578195,6.751812
7226,79,6.125744,7.211848,7.375925
7228,89,6.013115,6.911609,7.063861
7230,206,6.227342,7.207606,7.375964
7232,74,4.375118,5.634211,5.815887
7234,83,6.050065,7.193011,7.376003
7236,157,4.824755,5.912156,6.075053
7238,98,6.350062,7.217245,7.37604
7240,108,5.311229,6.570863,6.752123
7242,167,6.050059,7.214299,7.376056
