N,num_goldbach_pairs,rho_min,rho_mean,rho_max
100,6,3.861833,4.514251,4.794314
102,8,6.07476,6.596405,6.790262
104,5,4.66956,5.27914,5.599
106,6,5.86431,6.457742,6.810925
108,8,3.60579,4.072841,4.339155
110,6,5.865829,6.471001,6.799543
112,7,4.103754,4.708661,5.060783
114,10,6.075289,6.562981,6.827108
116,6,5.284676,5.863755,6.221088
118,6,6.075397,6.561614,6.837656
120,12,5.05041,5.475053,5.683357
122,4,6.443787,6.668877,6.845722
124,5,5.805992,6.064973,6.265587
126,10,5.533748,5.792839,5.943109
128,3,3.147461,3.2921,3.427665
130,7,5.872202,6.606277,6.857267
132,9,5.507756,6.110867,6.29416
134,6,5.873281,6.552908,6.867832
136,5,4.946841,5.491751,5.722185
138,8,6.206021,6.667154,6.874249
140,7,5.313735,6.064205,6.316057
142,8,5.875284,6.555037,6.881079
144,11,3.517692,4.074573,4.326265
146,6,6.204865,6.689117,6.887316
148,5,5.819129,6.127681,6.318727
150,12,5.088564,5.444158,5.607364
152,4,4.773775,5.401198,5.791852
154,8,5.87796,6.562744,6.896682
156,11,5.526431,6.110291,6.35124
158,5,6.203177,6.655815,6.904677
160,8,3.693956,4.446661,4.717156
162,10,3.484124,4.075341,4.318547
164,5,5.658697,6.094294,6.355675
166,6,5.880313,6.626816,6.91526
168,13,4.9931,5.611079,5.834205
170,9,5.881036,6.589371,6.912449
172,6,5.536609,6.163532,6.383641
174,11,6.201027,6.704123,6.914985
176,7,4.27337,5.017082,5.314763
178,7,6.075129,6.658626,6.929871
180,14,4.820106,5.351204,5.549691
182,6,5.883051,6.635107,6.927699
184,8,4.820039,5.484434,5.86966
186,13,6.074973,6.67466,6.938165
188,5,5.669767,6.170615,6.40171
190,8,6.362858,6.739213,6.941653
192,11,3.725583,4.10822,4.306457
194,7,5.884861,6.634953,6.947356
196,9,3.885146,4.597743,4.946192
198,13,5.243738,5.874593,6.120283
200,8,3.624053,4.359682,4.69142
202,9,5.885972,6.589668,6.95537
204,14,5.553238,6.147177,6.435921
206,7,6.197093,6.740629,6.959214
208,7,4.80034,5.171684,5.402434
210,19,6.358249,6.782309,6.962822
212,6,5.898846,6.224147,6.44689
214,8,5.887513,6.687373,6.966604
216,13,3.407645,4.085523,4.301694
218,7,6.195739,6.744206,6.970158
220,9,6.093622,6.325672,6.457577
222,11,6.355669,6.780572,6.973504
224,7,4.364154,4.752086,4.919286
226,7,5.888924,6.723625,6.977006
228,12,5.563364,6.255452,6.463177
230,9,5.889369,6.64832,6.976279
232,7,4.871513,5.611554,5.957662
234,15,5.268355,5.928572,6.175306
236,9,5.382569,6.144642,6.475532
238,9,6.073794,6.750318,6.982942
240,18,4.67575,5.258837,5.469317
242,8,4.143194,4.895018,5.234162
244,9,5.386467,6.093619,6.484914
246,16,6.073605,6.726569,6.988025
248,6,5.186856,5.719399,5.983136
250,9,4.018224,4.448323,4.660449
252,16,5.053591,5.495537,5.697119
254,9,5.891802,6.728358,6.998584
256,8,2.573368,3.202766,3.490159
258,14,6.191649,6.784075,7.001315
260,10,5.39375,6.256716,6.494672
262,9,6.073226,6.724941,7.00416
264,16,5.196605,5.812251,6.010522
266,8,5.89289,6.780485,7.006133
268,9,5.577182,6.196647,6.512111
270,19,4.620647,5.229512,5.439308
272,7,4.409628,5.246388,5.51269
274,11,5.893574,6.629516,7.012106
276,16,5.579591,6.272963,6.520057
278,7,6.189819,6.82599,7.01465
280,14,4.909971,5.753295,6.030337
282,16,6.07276,6.75758,7.015357
284,8,5.403575,6.143454,6.523589
286,12,5.894545,6.684332,7.018969
288,17,3.338222,4.00655,4.285972
290,10,6.188781,6.785196,7.02139
292,8,5.854462,6.268978,6.516292
294,19,4.973058,5.447443,5.653223
296,8,4.920821,5.730065,6.049725
298,11,6.072396,6.782227,7.026666
300,21,4.57317,5.200764,5.413014
302,9,6.522961,6.887142,7.028938
304,10,4.886086,5.374725,5.571725
306,15,5.62891,6.094763,6.263153
308,8,6.193824,6.426241,6.548276
310,12,5.896312,6.768532,7.02863
312,17,5.10653,5.863812,6.068191
314,9,5.896587,6.69391,7.035519
316,10,5.415014,6.220757,6.553746
318,15,6.071952,6.778314,7.036759
320,11,3.493699,4.323294,4.635273
322,11,6.071865,6.76381,7.037792
324,20,3.42587,4.038324,4.280233
326,7,6.393289,6.817219,7.04177
328,10,5.380254,5.886432,6.082664
330,24,6.392635,6.874161,7.043735
332,6,6.038903,6.431641,6.564346
334,11,5.897884,6.769086,7.045768
336,19,4.641686,5.420267,5.616563
338,9,4.42309,5.094043,5.284053
340,13,5.422592,6.345257,6.572917
342,17,5.318295,6.091297,6.295744
344,10,5.235176,5.822798,6.100236
346,9,6.647733,6.947874,7.051529
348,16,5.860971,6.394184,6.578141
350,13,4.799861,5.684422,5.950779
352,10,4.007576,4.851666,5.162831
354,20,6.07119,6.807256,7.055049
356,9,5.427248,6.231628,6.581767
358,10,6.071109,6.80293,7.057028
360,22,4.494816,5.151992,5.36925
362,8,5.899517,6.760581,7.058806
364,14,5.60083,6.351802,6.588698
366,18,6.183072,6.825914,7.059545
368,8,5.101655,5.448229,5.646194
370,14,5.89995,6.791799,7.06193
372,18,5.602398,6.373679,6.594465
374,10,6.182545,6.853965,7.06364
376,11,4.965095,5.839958,6.128885
378,22,4.589824,5.370811,5.584176
380,13,5.715405,6.375755,6.598987
382,10,5.900573,6.809989,7.06732
384,19,3.275007,4.034615,4.272543
386,12,5.900775,6.723984,7.068951
388,9,5.605395,6.372309,6.604557
390,27,6.181526,6.866024,7.070524
392,11,3.66891,4.547792,4.839116
394,11,6.070401,6.823086,7.072147
396,21,4.982937,5.636289,5.874706
398,7,6.504215,6.864992,7.073712
400,14,3.4387,4.335228,4.605591
402,17,6.070251,6.821922,7.07443
404,11,5.439656,6.304962,6.61337
406,13,6.070176,6.830155,7.072094
408,20,5.257967,5.950859,6.15468
410,13,6.381118,6.872567,7.078001
412,11,5.441529,6.29289,6.61279
414,21,5.340765,6.134688,6.348518
416,10,4.340974,4.964444,5.23979
418,11,6.465712,6.919398,7.07877
420,30,5.867147,6.44648,6.621673
422,11,5.902459,6.849263,7.082684
424,12,4.985948,5.873739,6.165144
426,21,6.069812,6.822927,7.082684
428,9,5.721686,6.34928,6.625607
430,14,6.325106,6.911323,7.083205
432,19,3.505935,4.052954,4.265214
434,13,5.902975,6.848296,7.086668
436,11,5.446864,6.28878,6.628348
438,21,6.0696,6.825945,7.087858
440,14,5.267589,5.944837,6.177408
442,13,5.903307,6.796096,7.083551
444,21,5.614662,6.408928,6.634691
446,12,5.90347,6.749379,7.091002
448,13,3.798598,4.580641,4.816044
450,27,4.404988,5.097557,5.319222
452,12,5.450205,6.317708,6.639426
454,12,6.069325,6.831214,7.093643
456,24,5.272047,5.973157,6.188582
458,9,6.494796,6.910112,7.094941
460,16,5.451816,6.371805,6.643321
462,28,6.069191,6.869729,7.096199
464,12,4.549467,5.453591,5.741659
466,13,5.904254,6.774587,7.097492
468,24,4.903429,5.679247,5.93231
470,15,5.904405,6.793763,7.098534
472,13,5.168393,5.876168,6.198682
474,23,6.176828,6.86865,7.099893
476,14,5.923661,6.429199,6.64207
478,11,6.320383,6.847594,7.101211
480,29,4.576569,5.095998,5.305451
482,11,5.904847,6.83335,7.102424
484,14,4.068831,4.856292,5.102577
486,23,3.334784,4.033977,4.261099
488,9,5.744592,6.074013,6.20247
490,19,4.648573,5.590439,5.848055
492,22,5.621402,6.427009,6.657962
494,13,5.905273,6.809301,7.102923
496,13,4.728487,5.518024,5.765986
498,23,6.175654,6.87808,7.10681
500,13,3.852886,4.390232,4.587487
502,15,5.905549,6.821793,7.108292
504,27,4.471167,5.305425,5.510899
506,15,5.905685,6.833064,7.106525
508,14,5.623451,6.40601,6.664943
510,32,6.175091,6.906925,7.109585
512,11,2.35033,3.310425,3.554453
514,14,6.068363,6.841586,7.111666
516,23,5.730924,6.43859,6.666587
518,11,6.48665,6.924891,7.111219
520,17,5.429991,6.003335,6.226587
522,24,5.666397,6.207287,6.411139
524,11,5.463477,6.43718,6.669541
526,15,5.906341,6.802317,7.114938
528,25,4.741364,5.546905,5.788461
530,14,6.174185,6.911126,7.107896
532,17,5.87395,6.45311,6.674766
534,22,6.315517,6.924037,7.116994
536,13,5.484898,6.058476,6.22837
538,14,6.450013,6.928896,7.118114
540,30,4.612171,5.112359,5.281013
542,10,6.483684,6.954301,7.119151
544,13,4.146234,5.120371,5.358651
546,30,6.06789,6.945001,7.120111
548,11,5.733746,6.523144,6.680995
550,19,4.886823,5.886412,6.100787
552,23,5.189507,6.019099,6.2433
554,11,6.173147,6.870723,7.122205
556,11,6.313012,6.554515,6.683135
558,23,5.618765,6.251657,6.428342
560,18,4.592926,5.564563,5.809211
562,14,6.067664,6.902428,7.124192
564,24,5.735072,6.494265,6.687021
566,13,5.907552,6.868132,7.125172
568,13,5.193239,5.991705,6.248455
570,31,6.172484,6.935332,7.125895
572,11,5.471035,6.466775,6.682041
574,16,5.907779,6.806695,7.126968
576,26,3.195053,4.022765,4.255071
578,12,4.390145,5.142541,5.344821
580,19,5.472213,6.436265,6.691145
582,25,6.067389,6.897119,7.127515
584,12,5.301392,5.977498,6.258114
586,13,6.444817,6.942387,7.129939
588,29,4.655925,5.286252,5.474359
590,16,5.908221,6.884237,7.130347
592,15,4.764246,5.591086,5.827513
594,27,4.795441,5.550757,5.755003
596,12,5.474504,6.462951,6.69757
598,15,6.067176,6.884452,7.131562
600,32,4.298064,5.053919,5.259749
602,12,5.908542,6.900732,7.130481
604,14,5.475619,6.316266,6.700797
606,27,6.067071,6.885653,7.134156
608,13,4.440872,5.180753,5.402353
610,20,5.908751,6.85836,7.134901
612,26,4.950064,5.794352,6.016808
614,15,6.170763,6.894885,7.136265
616,19,5.045606,6.013709,6.268371
618,26,6.066917,6.893741,7.137124
620,18,5.477792,6.421307,6.706327
622,17,5.909057,6.852956,7.138003
624,31,4.77449,5.595267,5.846078
626,12,6.170319,6.867177,7.138861
628,16,5.878196,6.517607,6.708902
630,41,5.626655,6.254032,6.457937
632,10,5.499226,6.016965,6.276868
634,14,5.909354,6.883529,7.140556
636,28,5.637178,6.467248,6.707686
638,15,6.169884,6.884509,7.140954
640,18,3.955522,4.399592,4.565022
642,25,6.30762,6.959479,7.141922
644,17,5.480914,6.438919,6.713711
646,16,5.909644,6.841106,7.140368
648,27,3.173612,4.002569,4.250379
650,21,4.915795,5.876729,6.149497
652,15,5.638629,6.479062,6.713224
654,29,6.169318,6.899811,7.144384
656,13,4.627494,5.583047,5.861422
658,19,6.066423,6.896044,7.144553
660,41,5.742049,6.506344,6.717995
662,14,5.910019,6.890355,7.146274
664,16,5.056736,5.932512,6.292712
666,31,5.390393,6.227625,6.470419
668,11,5.742566,6.481484,6.721163
670,21,6.305826,6.925091,7.146961
672,33,4.602181,5.233308,5.443277
674,15,6.355946,6.916526,7.148629
676,17,3.910337,4.874011,5.147829
678,28,6.066187,6.916661,7.149231
680,21,5.060212,6.038819,6.299356
682,16,6.066141,6.9158,7.144034
684,30,5.070402,5.819708,6.052585
686,16,3.526916,4.520626,4.767192
688,16,4.793033,5.589965,5.863361
690,39,6.168103,6.948276,7.15152
692,11,6.044042,6.510448,6.725295
694,19,5.910733,6.886051,7.152434
696,30,5.218787,6.080769,6.305611
698,14,6.167843,6.949683,7.153178
700,24,5.028302,5.559551,5.747598
702,31,4.96287,5.61916,5.812895
704,18,3.796654,4.781512,5.039437
706,19,6.065869,6.914829,7.154649
708,24,5.74503,6.520241,6.732459
710,16,6.4664,6.979148,7.154592
712,17,5.066852,6.061208,6.311455
714,37,6.06578,6.939975,7.15586
716,14,5.745499,6.54258,6.734494
718,15,6.432742,6.983321,7.156815
720,39,4.370665,5.033245,5.22489
722,14,4.121939,5.081593,5.367809
724,15,5.644611,6.47319,6.725581
726,31,4.710943,5.528765,5.70218
728,15,5.623419,6.14523,6.316654
730,21,5.911482,6.908829,7.158197
732,31,5.645226,6.533995,6.738815
734,15,6.166714,6.96423,7.159632
736,19,4.231559,5.267764,5.479431
738,29,5.400092,6.274014,6.494673
740,18,5.746866,6.512923,6.740981
742,19,5.911721,6.949335,7.160693
744,31,5.226808,6.094752,6.321334
746,18,5.911799,6.867855,7.161692
748,19,5.64643,6.543192,6.74256
750,39,4.221315,5.013452,5.217313
752,14,5.094735,5.666981,5.906746
754,17,5.911954,6.923935,7.161816
756,35,4.321002,5.198235,5.418994
758,15,6.165997,6.921794,7.16371
760,21,5.076111,6.120055,6.327161
762,30,6.065269,6.912287,7.164364
764,17,5.494496,6.435371,6.746589
766,17,6.065228,6.941874,7.165032
768,31,3.244464,4.046038,4.244066
770,26,6.349551,6.962242,7.165393
772,18,5.4953,6.501309,6.748999
774,32,5.404483,6.276913,6.505279
776,16,5.079028,6.02341,6.333156
778,15,6.065106,6.961136,7.166981
780,44,5.749014,6.537961,6.750857
782,14,6.348819,6.947742,7.166986
784,18,3.883313,4.554496,4.751754
786,30,6.348578,6.967326,7.168229
788,15,6.044214,6.534032,6.75243
790,22,5.912624,6.938776,7.168823
792,34,4.575786,5.478654,5.679704
794,17,6.16497,6.959997,7.169521
796,14,6.099882,6.610979,6.750898
798,38,6.298624,7.002807,7.170138
800,21,3.290645,4.292447,4.547473
802,16,6.064868,6.955038,7.170766
804,32,5.750232,6.557608,6.755944
806,16,6.458539,6.988996,7.171316
808,14,5.46981,6.163268,6.342966
810,39,4.378626,5.031868,5.203431
812,18,5.499163,6.546408,6.757127
814,20,5.913048,6.897701,7.171564
816,34,4.824092,5.719153,5.932049
818,17,6.164316,6.966634,7.173208
820,20,5.88428,6.58613,6.76012
822,29,6.297428,6.985707,7.173633
824,16,5.087328,6.079404,6.344642
826,21,5.913253,6.910056,7.172831
828,34,4.997938,5.876088,6.10798
830,22,5.913321,6.914313,7.174938
832,22,3.851592,4.836496,5.113146
834,33,6.064562,6.92688,7.175151
836,18,5.751781,6.547326,6.763073
838,17,6.296653,6.973152,7.176176
840,51,5.473024,6.156886,6.352933
842,18,5.913521,6.903037,7.176758
844,17,5.652993,6.502712,6.764836
846,32,5.511635,6.315356,6.524268
848,15,5.221876,5.741056,5.943691
850,25,5.341669,6.033329,6.223438
852,31,5.933898,6.57246,6.767257
854,20,6.595774,7.033274,7.178425
856,19,5.092518,6.103187,6.355067
858,39,6.064341,6.985093,7.178891
860,18,5.503482,6.49537,6.768873
862,17,5.913846,6.896171,7.179617
864,33,3.124253,4.010927,4.239863
866,17,5.91391,6.843045,7.180179
868,21,5.65448,6.519252,6.770334
870,46,6.162972,6.963708,7.180712
872,18,5.524737,6.162634,6.362015
874,19,6.294972,6.975287,7.181236
876,36,5.934294,6.567376,6.772313
878,14,6.453333,7.034283,7.181843
880,25,4.687306,5.722167,5.955171
882,39,4.268528,5.184684,5.386788
884,21,5.505524,6.535457,6.773331
886,18,5.914222,6.872953,7.182937
888,37,5.247282,6.159174,6.366379
890,23,5.914284,6.887571,7.183264
892,19,5.655913,6.531758,6.775609
894,34,6.162383,6.93828,7.183729
896,20,3.895325,4.511182,4.737024
898,19,6.293897,6.961859,7.184553
900,48,4.342263,4.984583,5.184749
902,15,6.45171,7.002149,7.184878
904,17,5.60491,6.160547,6.370585
906,34,6.451444,6.992714,7.185592
908,15,6.184008,6.63707,6.777263
910,31,5.914585,6.986319,7.186091
912,31,4.843473,5.769257,5.965941
914,20,5.914644,6.928859,7.186665
916,18,5.657296,6.567165,6.780276
918,35,4.873534,5.687594,5.898901
920,23,5.5287,6.193523,6.374878
922,20,5.914762,6.960011,7.187704
924,47,5.657746,6.583976,6.781941
926,18,6.161627,6.948014,7.188218
928,18,4.795045,5.36125,5.565412
930,43,6.292517,7.015966,7.188725
932,17,5.509399,6.537097,6.782007
934,20,6.063682,6.96548,7.189239
936,36,4.708579,5.538424,5.736513
938,18,6.449368,7.002317,7.188548
940,24,5.51002,6.554737,6.78489
942,34,6.063616,6.985521,7.190165
944,18,4.700827,5.737298,5.975955
946,20,6.063583,6.984768,7.190703
948,33,5.756625,6.550093,6.786279
950,25,4.97623,6.021918,6.25213
952,23,5.25503,6.163462,6.382702
954,37,5.520462,6.355249,6.551087
956,19,5.51124,6.547857,6.787422
958,22,6.063486,6.935938,7.192236
960,45,4.14206,4.964043,5.173228
962,16,6.678169,7.045708,7.192318
964,18,5.887596,6.541929,6.788902
966,45,6.33903,7.019767,7.193193
968,17,4.384568,4.849414,4.986849
970,27,5.915438,6.948288,7.193654
972,32,3.105192,4.042556,4.235106
974,17,5.915492,6.942126,7.19418
976,19,4.854973,5.746578,5.985512
978,35,6.160462,6.988054,7.194655
980,26,4.38292,5.454647,5.660925
982,17,6.063295,6.916301,7.195137
984,39,5.355707,6.173516,6.389739
986,20,5.915653,6.979655,7.195569
988,23,5.661172,6.533065,6.793504
990,52,5.523115,6.364372,6.558976
992,13,5.212302,5.470599,5.582252
994,25,5.915759,6.903306,7.196511
996,37,5.66158,6.593511,6.79504
998,17,6.160034,7.011128,7.197021
1000,28,3.249171,4.282973,4.530493
1002,36,6.06314,7.011648,7.197481
1004,18,5.758766,6.566233,6.794824
1006,18,6.499317,7.021424,7.197948
1008,42,4.451216,5.16644,5.359988
1010,25,6.337019,7.028231,7.19804
1012,23,5.515312,6.576954,6.797946
1014,39,4.580774,5.493174,5.716303
1016,18,5.115138,6.115989,6.392808
1018,20,6.063018,6.986579,7.199321
1020,51,5.759348,6.604823,6.799188
1022,18,5.916121,6.969447,7.199615
1024,22,2.316146,3.291418,3.599911
1026,42,4.795345,5.716054,5.932502
1028,18,5.759635,6.557736,6.799878
1030,25,6.288545,6.991869,7.200635
1032,36,5.489368,6.21297,6.401741
1034,21,5.916272,6.951838,7.200148
1036,27,5.516968,6.542887,6.800376
1038,40,6.062869,6.95591,7.200725
1040,26,4.961844,5.818676,6.003994
1042,22,5.916371,6.927396,7.202006
1044,39,5.031717,5.935316,6.171118
1046,19,6.159046,6.975943,7.202446
1048,19,5.614064,6.227881,6.404187
1050,57,5.362383,6.079589,6.277193
1052,18,5.518044,6.509719,6.79668
1054,24,5.916518,6.932392,7.201975
1056,44,4.469809,5.390473,5.610235
1058,19,4.357869,5.17366,5.400998
1060,27,5.889428,6.607614,6.805206
1062,37,5.656702,6.360663,6.573412
1064,24,5.121037,6.174853,6.408714
1066,24,5.916663,6.948275,7.20403
1068,39,5.665065,6.56615,6.80707
1070,25,6.158572,6.981036,7.204895
1072,21,4.724613,5.733341,6.012403
1074,40,6.062609,6.981111,7.204314
1076,20,5.761294,6.550881,6.807005
1078,27,5.29519,5.914037,6.09089
1080,54,4.234524,4.950653,5.153609
1082,20,6.333946,6.980423,7.206309
1084,21,6.097722,6.632533,6.809348
1086,39,6.409467,7.026149,7.206339
1088,18,4.457989,5.037404,5.224269
1090,26,5.916946,7.001121,7.20659
1092,48,5.666158,6.603411,6.810521
1094,23,5.916992,6.945739,7.20756
1096,18,5.124782,6.165964,6.414082
1098,40,5.434773,6.349158,6.580245
1100,28,4.601874,5.626595,5.892303
1102,24,6.062412,6.978453,7.20672
1104,44,4.970805,5.80128,6.021448
1106,25,5.91713,6.947519,7.206059
1108,25,5.66687,6.582765,6.812481
1110,54,6.15781,7.002369,7.209141
1112,16,5.126601,6.13129,6.418599
1114,23,6.06233,6.936918,7.209606
1116,41,5.13639,5.973273,6.188389
1118,22,6.575435,7.056143,7.209878
1120,34,4.337709,5.388938,5.630624
1122,47,6.062276,6.989588,7.209102
1124,19,5.762856,6.587152,6.815714
1126,23,5.917355,6.981157,7.210811
1128,39,5.273246,6.18172,6.421977
1130,26,6.157441,6.971873,7.209633
1132,22,5.523125,6.560926,6.817103
1134,49,4.187832,5.120963,5.337228
1136,23,4.975036,5.768724,6.027718
1138,20,6.555686,7.036325,7.212
1140,58,5.89078,6.638263,6.818294
1142,18,6.331567,7.006468,7.212393
1144,24,5.863167,6.265239,6.424982
1146,38,6.406578,7.001676,7.21277
1148,26,6.044044,6.638932,6.81946
1150,27,5.736673,6.131076,6.299571
1152,36,3.507266,4.049983,4.227477
1154,19,5.917661,6.97673,7.21356
1156,22,3.917683,4.969152,5.213685
1158,42,6.062036,7.005327,7.213892
1160,29,5.37104,6.213887,6.427358
1162,25,6.283963,7.043151,7.214209
1164,43,5.891159,6.633031,6.821761
1166,24,5.917789,6.965051,7.21363
1168,22,4.884326,5.826758,6.037071
1170,58,5.534702,6.402662,6.593016
1172,18,6.044012,6.632879,6.822739
1174,22,5.917874,6.982036,7.215472
1176,49,4.176622,5.130586,5.330264
1178,19,6.156586,7.042471,7.215732
1180,26,6.013039,6.653206,6.824049
1182,40,6.283323,7.020123,7.215833
1184,20,4.350803,5.398033,5.649056
1186,20,6.061856,7.025361,7.216599
1188,43,4.523441,5.40712,5.583774
1190,33,5.918041,7.006521,7.216713
1192,23,5.278975,6.184963,6.434308
1194,45,6.156311,7.024791,7.21733
1196,24,5.526866,6.611046,6.825943
1198,24,6.06178,6.964094,7.217712
1200,54,4.075058,4.946225,5.136745
1202,19,6.570118,7.046367,7.21808
1204,28,5.527315,6.572976,6.827219
1206,43,5.442363,6.406926,6.599066
1208,20,5.374702,6.26908,6.43725
1210,32,5.052453,5.678129,5.867463
1212,42,5.891885,6.635715,6.828451
1214,22,6.328905,7.043755,7.219173
1216,21,3.966691,5.03475,5.267679
1218,49,6.061655,7.049546,7.219486
1220,27,5.528203,6.599194,6.829566
1222,25,6.061631,7.016468,7.218562
1224,45,4.757804,5.598619,5.822053
1226,22,5.918405,6.994585,7.220253
1228,22,5.67181,6.605489,6.830104
1230,55,6.155707,7.03358,7.220607
1232,28,4.749647,5.835785,6.051964
1234,25,5.918484,6.897353,7.220966
1236,42,5.672117,6.610064,6.831714
1238,18,6.155575,7.032209,7.22132
1240,34,5.140039,6.212584,6.44267
1242,44,4.827889,5.759522,5.987761
1244,23,5.766402,6.596268,6.832714
1246,26,6.402144,7.022593,7.221607
1248,45,4.725701,5.48672,5.666561
1250,28,3.619255,4.332266,4.513957
1252,23,5.529933,6.595545,6.833299
1254,51,6.061437,7.008578,7.222582
1256,20,5.378179,6.235824,6.44563
1258,21,6.548579,7.060355,7.222966
1260,68,5.277004,6.038425,6.21921
1262,22,5.918755,6.989849,7.223414
1264,26,4.896756,5.864155,6.058807
1266,42,6.155123,7.021119,7.223621
1268,21,6.043876,6.628362,6.835386
1270,27,6.280659,7.033206,7.223875
1272,40,5.551167,6.269265,6.448525
1274,26,5.525402,5.977315,6.135783
1276,25,6.013203,6.644393,6.836615
1278,42,5.817125,6.461198,6.610392
1280,27,3.206254,4.295919,4.511978
1282,26,5.918944,6.969825,7.22512
1284,46,5.673905,6.644643,6.837933
1286,22,5.918981,7.005715,7.225457
1288,29,5.286862,6.235311,6.451245
1290,60,6.154746,7.024775,7.22579
1292,23,5.532017,6.612248,6.83879
1294,26,5.919056,6.951493,7.226128
1296,49,3.061191,3.998127,4.226278
1298,20,6.154621,7.005748,7.22529
1300,33,4.634566,5.706075,5.942076
1302,53,6.061156,7.00342,7.226751
1304,24,5.146106,6.207323,6.453863
1306,24,5.919166,6.931761,7.227123
1308,46,5.674766,6.608797,6.8409
1310,30,5.919202,6.94485,7.22661
1312,23,4.516333,5.416718,5.682844
1314,46,5.542407,6.396789,6.615801
1316,27,5.939416,6.651342,6.841771
1318,26,6.279298,7.007657,7.228107
1320,66,5.553585,6.255461,6.45654
1322,21,5.91931,6.971818,7.228433
1324,26,5.533626,6.550585,6.84275
1326,53,6.06102,7.014863,7.228694
1328,22,4.997542,5.859685,6.071016
1330,41,5.919382,7.003616,7.228989
1332,47,5.064795,5.99943,6.233019
1334,25,6.154074,6.993377,7.229379
1336,25,5.628069,6.254685,6.459074
1338,45,6.278749,7.002768,7.229682
1340,27,5.939618,6.633321,6.84388
1342,27,6.480959,7.051404,7.229953
1344,54,4.473699,5.12065,5.305628
1346,25,6.428578,7.075957,7.230359
1348,22,6.159014,6.636478,6.845331
1350,60,4.368085,4.939733,5.118167
1352,22,4.36934,4.875069,5.038406
1354,21,6.673578,7.065299,7.230992
1356,41,6.15892,6.675238,6.846709
1358,24,6.561316,7.046539,7.229917
1360,33,5.48381,5.918115,6.078653
1362,44,6.636499,7.058076,7.231381
1364,27,5.535567,6.627851,6.847616
1366,27,6.0608,7.037535,7.231932
1368,48,4.777105,5.685651,5.85559
1370,28,5.919731,7.055704,7.231903
1372,27,3.522034,4.476337,4.693023
1374,47,6.153487,7.053477,7.232543
1376,23,4.385196,5.513154,5.696935
1378,27,6.060735,7.002586,7.232777
1380,61,5.769908,6.660057,6.849034
1382,20,6.741068,7.107503,7.233169
1384,24,5.153172,6.204519,6.466597
1386,59,5.453236,6.447129,6.625871
1388,20,5.7701,6.645476,6.849816
1390,30,6.396463,7.019122,7.232459
1392,44,5.128212,5.908385,6.084817
1394,24,6.32301,7.047946,7.233346
1396,24,6.095643,6.678935,6.851104
1398,45,6.396169,7.0707,7.233482
1400,34,4.772268,5.438887,5.580358
1402,27,5.920001,7.04463,7.234689
1404,48,4.465267,5.450147,5.639159
1406,23,6.153031,7.069304,7.234487
1408,25,4.339282,4.772519,4.938746
1410,58,6.27685,7.07806,7.235281
1412,18,5.537803,6.59411,6.852556
1414,30,6.060545,7.041884,7.233975
1416,47,5.388629,6.311545,6.471131
1418,20,6.425701,7.077642,7.235886
1420,34,5.894613,6.686494,6.854007
1422,41,5.716865,6.462397,6.630444
1424,22,5.500184,5.960119,6.090586
1426,23,5.920197,7.006377,7.23599
1428,57,5.678785,6.68387,6.854924
1430,35,5.92023,7.053384,7.236462
1432,25,5.157165,6.220591,6.472088
1434,50,6.060441,7.04565,7.236929
1436,22,5.538884,6.585041,6.855775
1438,23,6.060421,7.017581,7.237358
1440,60,4.023304,4.912269,5.108055
1442,27,5.920326,7.002378,7.237573
1444,28,4.06039,5.033,5.237562
1446,45,6.15248,7.016108,7.237931
1448,20,5.662637,6.322356,6.47605
1450,36,5.036001,6.130111,6.352632
1452,49,4.362137,5.341611,5.540135
1454,26,5.920422,7.021113,7.238517
1456,34,4.778428,5.830593,6.0956
1458,48,3.044151,4.004888,4.222584
1460,33,5.771764,6.656994,6.858416
1462,29,5.920485,7.006071,7.239016
1464,47,5.299522,6.250483,6.477603
1466,25,6.15221,7.002531,7.239375
1468,24,6.013434,6.64195,6.856397
1470,73,5.208084,5.982818,6.172354
1472,22,4.420239,5.137627,5.339299
1474,30,5.920578,7.031766,7.239288
1476,51,5.078052,6.052733,6.257894
1478,26,6.152051,7.03571,7.240225
1480,34,5.777699,6.313221,6.48051
1482,52,6.275067,7.053646,7.240504
1484,29,5.540979,6.643871,6.860929
1486,25,5.920671,6.992321,7.240786
1488,52,4.92156,5.894449,6.102172
1490,31,5.920702,6.974452,7.241048
1492,27,5.54132,6.587819,6.861449
1494,50,5.45892,6.40187,6.640116
1496,28,5.16223,6.232352,6.482926
1498,32,6.060121,7.010825,7.240496
1500,67,4.012064,4.892055,5.102037
1502,27,5.920793,6.975748,7.241898
1504,27,4.544164,5.48528,5.726068
1506,51,6.151685,7.016043,7.241981
1508,25,6.043498,6.680461,6.863462
1510,33,6.274401,7.019476,7.241047
1512,59,4.361737,5.076824,5.284684
1514,23,5.920884,7.030779,7.242722
1516,26,5.681463,6.620733,6.864181
1518,56,6.151531,7.043061,7.242993
1520,31,5.418056,5.935007,6.107788
1522,27,6.27412,7.019095,7.243266
1524,48,5.941001,6.681532,6.865046
1526,28,5.920973,7.014996,7.243521
1528,27,5.303649,6.257972,6.486397
1530,69,5.55211,6.456875,6.644532
1532,22,6.261821,6.674683,6.864399
1534,32,5.921032,6.995337,7.24406
1536,47,3.036782,4.009523,4.220665
1538,26,6.151277,7.091628,7.244345
1540,46,6.013495,6.683308,6.866383
