N,p,q,type,rad_odd_pq,conductor_proxy,rho
8192,3100,5092,Composite,197315,38933209225,2.706176
8192,3101,5091,Composite,15787191,249235399670481,3.678808
8192,3102,5090,Composite,3947295,15581137817025,3.371144
8192,3103,5089,Composite,15791167,249360955221889,3.678864
8192,3104,5088,Composite,15423,237868929,2.14043
8192,3105,5087,Mixed,1755015,3080077650225,3.191239
8192,3106,5086,Composite,3949279,15596804619841,3.371255
8192,3107,5085,Composite,5266365,27734600313225,3.435135
8192,3108,5084,Composite,987567,975288579489,3.063618
8192,3109,5083,Mixed,15803047,249736294484209,3.679031
8192,3110,5082,Composite,359205,129028232025,2.839146
8192,3111,5081,Mixed,15806991,249860964474081,3.679086
8192,3112,5080,Composite,247015,61016410225,2.756037
8192,3113,5079,Composite,15810927,249985412599329,3.679141
8192,3114,5078,Composite,1317741,1736441343081,3.127636
8192,3115,5077,Mixed,15814855,250109638671025,3.679196
8192,3116,5076,Composite,109839,12064605921,2.576159
8192,3117,5075,Composite,3163755,10009345700025,3.322032
8192,3118,5074,Composite,3955183,15643472563489,3.371587
8192,3119,5073,Mixed,15822687,250357423899969,3.679306
8192,3120,5072,Composite,61815,3821094225,2.448565
8192,3121,5071,Mixed,15826591,250480982681281,3.679361
8192,3122,5070,Composite,304395,92656316025,2.802398
8192,3123,5069,Composite,5276829,27844924295241,3.435575
8192,3124,5068,Composite,989527,979163683729,3.064058
8192,3125,5067,Composite,8445,71318025,2.006751
8192,3126,5066,Composite,3959079,15674306528241,3.371805
8192,3127,5065,Composite,15838255,250850321445025,3.679525
8192,3128,5064,Composite,247503,61257735009,2.756475
8192,3129,5063,Composite,15842127,250972987884129,3.679579
8192,3130,5062,Composite,3961015,15689639830225,3.371914
8192,3131,5061,Composite,15845991,251095430772081,3.679633
8192,3132,5060,Composite,110055,12112103025,2.576595
8192,3133,5059,Mixed,15849847,251217649923409,3.679687
8192,3134,5058,Composite,1320981,1744990802361,3.128181
8192,3135,5057,Composite,15853695,251339645153025,3.679741
8192,3136,5056,Composite,553,305809,1.401713
8192,3137,5055,Mixed,15857535,251461416276225,3.679795
8192,3138,5054,Composite,208677,43546090329,2.718602
8192,3139,5053,Composite,15861367,251582963108689,3.679848
8192,3140,5052,Composite,991455,982983017025,3.06449
8192,3141,5051,Mixed,5288397,27967142829609,3.436061
8192,3142,5050,Composite,793355,629412156025,3.015016
8192,3143,5049,Composite,1763223,3108955347729,3.192274
8192,3144,5048,Composite,247983,61495568289,2.756905
8192,3145,5047,Composite,2267545,5141760327025,3.248108
8192,3146,5046,Composite,12441,154778481,2.092741
8192,3147,5045,Composite,15876615,252066903858225,3.680062
8192,3148,5044,Composite,992407,984871653649,3.064703
8192,3149,5043,Composite,387327,150022204929,2.855876
8192,3150,5042,Composite,264705,70068737025,2.771389
8192,3151,5041,Composite,223721,50051085841,2.734052
8192,3152,5040,Composite,20685,427869225,2.205584
8192,3153,5039,Mixed,15887967,252427495393089,3.68022
8192,3154,5038,Composite,3972463,15780462286369,3.372554
8192,3155,5037,Composite,15891735,252547241310225,3.680273
8192,3156,5036,Composite,993351,986746209201,3.064914
8192,3157,5035,Composite,15895495,252666761295025,3.680325
8192,3158,5034,Composite,3974343,15795402281649,3.372659
8192,3159,5033,Composite,196287,38528586369,2.705016
8192,3160,5032,Composite,248455,61729887025,2.757327
8192,3161,5031,Composite,5300997,28100569194009,3.43659
8192,3162,5030,Composite,3976215,15810285726225,3.372764
8192,3163,5029,Mixed,15906727,253023963852529,3.680482
8192,3164,5028,Composite,994287,988606638369,3.065124
8192,3165,5027,Composite,15910455,253142578307025,3.680534
8192,3166,5026,Composite,3978079,15825112530241,3.372868
8192,3167,5025,Mixed,3182835,10130438637225,3.323366
8192,3168,5024,Composite,5181,26842761,1.89831
8192,3169,5023,Goldbach,15917887,253379126544769,3.680638
8192,3170,5022,Composite,147405,21728234025,2.64145
8192,3171,5021,Mixed,15921591,253497059971281,3.680689
8192,3172,5020,Composite,995215,990452896225,3.065331
8192,3173,5019,Composite,15925287,253614766032369,3.680741
8192,3174,5018,Composite,173121,29970880641,2.677142
8192,3175,5017,Composite,3185795,10149289782025,3.323573
8192,3176,5016,Composite,248919,61960668561,2.757741
8192,3177,5015,Composite,5310885,28205499483225,3.437003
8192,3178,5014,Composite,3983623,15869252206129,3.373177
8192,3179,5013,Composite,312477,97641875529,2.808214
8192,3180,5012,Composite,996135,992284938225,3.065536
8192,3181,5011,Goldbach,15939991,254083313080081,3.680946
8192,3182,5010,Composite,3985455,15883851557025,3.373279
8192,3183,5009,Mixed,15943647,254199879660609,3.680997
8192,3184,5008,Composite,62287,3879670369,2.450253
8192,3185,5007,Composite,2278185,5190126894225,3.249147
8192,3186,5006,Composite,443031,196276466961,2.8857
8192,3187,5005,Mixed,15950935,254432327374225,3.681098
8192,3188,5004,Composite,332349,110455857801,2.821898
8192,3189,5003,Mixed,15954567,254548208157489,3.681149
8192,3190,5002,Composite,3989095,15912878919025,3.373482
8192,3191,5001,Mixed,15958191,254663859992481,3.681199
8192,3192,5000,Composite,1995,3980025,1.686488
8192,3193,4999,Mixed,15961807,254779282705249,3.681249
8192,3194,4998,Composite,570129,325047076641,2.941681
8192,3195,4997,Composite,5321805,28321608458025,3.437459
8192,3196,4996,Composite,997951,995906198401,3.06594
8192,3197,4995,Composite,1774335,3148264692225,3.193669
8192,3198,4994,Composite,3992703,15941677246209,3.373682
8192,3199,4993,Mixed,15972607,255124174376449,3.681399
8192,3200,4992,Composite,195,38025,1.170359
8192,3201,4991,Composite,15976191,255238678868481,3.681449
8192,3202,4990,Composite,3994495,15955990305025,3.373782
8192,3203,4989,Mixed,15979767,255352953374289,3.681499
8192,3204,4988,Composite,332949,110855036601,2.822299
8192,3205,4987,Mixed,15983335,255466997722225,3.681548
8192,3206,4986,Composite,1332093,1774471760649,3.130041
8192,3207,4985,Composite,15986895,255580811741025,3.681598
8192,3208,4984,Composite,249823,62411531329,2.758546
8192,3209,4983,Mixed,15990447,255694395259809,3.681647
8192,3210,4982,Composite,3998055,15984443783025,3.37398
8192,3211,4981,Composite,1230307,1513655314249,3.112398
8192,3212,4980,Composite,999735,999470070225,3.066336
8192,3213,4979,Composite,1777503,3159516915009,3.194065
8192,3214,4978,Composite,3999823,15998584031329,3.374078
8192,3215,4977,Composite,5333685,28448195679225,3.437954
8192,3216,4976,Composite,62511,3907625121,2.45105
8192,3217,4975,Mixed,3200915,10245856837225,3.324624
8192,3218,4974,Composite,4001583,16012666505889,3.374175
8192,3219,4973,Mixed,16008087,256258849399569,3.681892
8192,3220,4972,Composite,1000615,1001230378225,3.066532
8192,3221,4971,Mixed,16011591,256371046351281,3.681941
8192,3222,4970,Composite,1334445,1780743458025,3.130432
8192,3223,4969,Mixed,16015087,256483011617569,3.681989
8192,3224,4968,Composite,27807,773229249,2.271255
8192,3225,4967,Mixed,3203715,10263789801225,3.324818
8192,3226,4966,Composite,4005079,16040657796241,3.374369
8192,3227,4965,Composite,16022055,256706246423025,3.682086
8192,3228,4964,Composite,1001487,1002976211169,3.066725
8192,3229,4963,Mixed,16025527,256817515627729,3.682134
8192,3230,4962,Composite,4006815,16054566444225,3.374465
8192,3231,4961,Composite,485727,235930718529,2.906121
8192,3232,4960,Composite,15655,245079025,2.143744
8192,3233,4959,Composite,5344149,28559928534201,3.438389
8192,3234,4958,Composite,572649,327926877201,2.94266
8192,3235,4957,Mixed,16035895,257149928451025,3.682277
8192,3236,4956,Composite,1002351,1004707527201,3.066916
8192,3237,4955,Composite,16039335,257260267242225,3.682325
8192,3238,4954,Composite,4010263,16082209329169,3.374656
8192,3239,4953,Composite,16042767,257370373016289,3.682372
8192,3240,4952,Composite,9285,86211225,2.027798
8192,3241,4951,Mixed,16046191,257480245608481,3.68242
8192,3242,4950,Composite,267465,71537526225,2.773691
8192,3243,4949,Composite,2292801,5256936425601,3.250566
8192,3244,4948,Composite,1003207,1006424284849,3.067106
8192,3245,4947,Composite,16053015,257699290590225,3.682514
8192,3246,4946,Composite,4013679,16109619115041,3.374845
8192,3247,4945,Composite,16056415,257808462652225,3.682561
8192,3248,4944,Composite,62727,3934676529,2.451815
8192,3249,4943,Mixed,281751,79383626001,2.78524
8192,3250,4942,Composite,160615,25797178225,2.6605
8192,3251,4941,Mixed,594933,353945274489,2.951133
8192,3252,4940,Composite,1004055,1008126443025,3.067293
8192,3253,4939,Mixed,16066567,258134575165489,3.682701
8192,3254,4938,Composite,4017063,16136795145969,3.375032
8192,3255,4937,Mixed,16069935,258242810904225,3.682748
8192,3256,4936,Composite,251119,63060752161,2.759694
8192,3257,4935,Mixed,16073295,258350812157025,3.682794
8192,3258,4934,Composite,1339581,1794477255561,3.131285
8192,3259,4933,Goldbach,16076647,258458578762609,3.68284
8192,3260,4932,Composite,334965,112201551225,2.823639
8192,3261,4931,Mixed,16079991,258566110560081,3.682887
8192,3262,4930,Composite,4020415,16163736772225,3.375217
8192,3263,4929,Composite,16083327,258673407388929,3.682933
8192,3264,4928,Composite,3927,15421329,1.836802
8192,3265,4927,Composite,16086655,258780469089025,3.682979
8192,3266,4926,Composite,4022079,16177119482241,3.375309
8192,3267,4925,Composite,32505,1056575025,2.305904
8192,3268,4924,Composite,1005727,1011486798529,3.067663
8192,3269,4923,Composite,5364429,28777098496041,3.43923
8192,3270,4922,Composite,4023735,16190443350225,3.375401
8192,3271,4921,Mixed,16096591,259100241821281,3.683116
8192,3272,4920,Composite,251535,63269856225,2.760061
8192,3273,4919,Mixed,16099887,259206361412769,3.683161
8192,3274,4918,Composite,4025383,16203708296689,3.375491
8192,3275,4917,Composite,3220635,10372489803225,3.325987
8192,3276,4916,Composite,335517,112571657289,2.824004
8192,3277,4915,Composite,16106455,259417892667025,3.683252
8192,3278,4914,Composite,447447,200208817809,2.887901
8192,3279,4913,Composite,55743,3107282049,2.425616
8192,3280,4912,Composite,62935,3960814225,2.45255
8192,3281,4911,Composite,16112991,259628478966081,3.683342
8192,3282,4910,Composite,4028655,16230061109025,3.375672
8192,3283,4909,Mixed,2302321,5300681987041,3.251486
8192,3284,4908,Composite,1007367,1014788272689,3.068024
8192,3285,4907,Composite,5373165,28870902117225,3.439591
8192,3286,4906,Composite,4030279,16243148817841,3.375761
8192,3287,4905,Composite,5374245,28882509320025,3.439635
8192,3288,4904,Composite,251943,63475275249,2.760421
8192,3289,4903,Mixed,16125967,260046811685089,3.68352
8192,3290,4902,Composite,4031895,16256177291025,3.37585
8192,3291,4901,Composite,1240707,1539353859849,3.114266
8192,3292,4900,Composite,28805,829728025,2.279082
8192,3293,4899,Composite,16132407,260254555613649,3.683609
8192,3294,4898,Composite,448167,200853659889,2.888258
8192,3295,4897,Composite,16135615,260358071428225,3.683653
8192,3296,4896,Composite,5253,27594009,1.901373
8192,3297,4895,Composite,16138815,260461349604225,3.683697
8192,3298,4894,Composite,4035103,16282056220609,3.376027
8192,3299,4893,Mixed,16142007,260564389988049,3.683741
8192,3300,4892,Composite,201795,40721222025,2.711159
8192,3301,4891,Mixed,16145191,260667192426481,3.683785
8192,3302,4890,Composite,4036695,16294906523025,3.376114
8192,3303,4889,Mixed,5382789,28974417418521,3.439988
8192,3304,4888,Composite,252343,63676989649,2.760773
8192,3305,4887,Composite,1794615,3220642998225,3.196191
8192,3306,4886,Composite,4038279,16307697281841,3.376201
8192,3307,4885,Mixed,16154695,260974170543025,3.683915
8192,3308,4884,Composite,1009767,1019629394289,3.068552
8192,3309,4883,Composite,16157847,261076019675409,3.683959
8192,3310,4882,Composite,4039855,16320428421025,3.376288
8192,3311,4881,Composite,16160991,261177630102081,3.684002
8192,3312,4880,Composite,21045,442892025,2.209414
8192,3313,4879,Mixed,16164127,261279001672129,3.684045
8192,3314,4878,Composite,1347141,1814788873881,3.132534
8192,3315,4877,Mixed,16167255,261380134235025,3.684088
8192,3316,4876,Composite,1010551,1021213323601,3.068725
8192,3317,4875,Composite,646815,418369644225,2.969691
8192,3318,4874,Composite,4042983,16345711538289,3.37646
8192,3319,4873,Mixed,16173487,261581681739169,3.684173
8192,3320,4872,Composite,252735,63874980225,2.761118
8192,3321,4871,Mixed,599133,358960351689,2.952695
8192,3322,4870,Composite,4044535,16358263366225,3.376545
8192,3323,4869,Mixed,5393229,29086919046441,3.440418
8192,3324,4868,Composite,1011327,1022782300929,3.068895
8192,3325,4867,Composite,3236555,10475288268025,3.327081
8192,3326,4866,Composite,4046079,16370755274241,3.37663
8192,3327,4865,Composite,16185855,261981902081025,3.684343
8192,3328,4864,Composite,247,61009,1.222826
8192,3329,4863,Mixed,16188927,262081357411329,3.684385
8192,3330,4862,Composite,1349205,1820354132025,3.132874
8192,3331,4861,Goldbach,16191991,262180572544081,3.684427
8192,3332,4860,Composite,1785,3186225,1.661801
8192,3333,4859,Composite,16195047,262279547332209,3.684469
8192,3334,4858,Composite,4049143,16395559034449,3.376798
8192,3335,4857,Composite,16198095,262378281629025,3.684511
8192,3336,4856,Composite,253119,64069228161,2.761455
8192,3337,4855,Composite,16201135,262476775288225,3.684553
8192,3338,4854,Composite,4050663,16407870739569,3.376881
8192,3339,4853,Composite,5401389,29175003129321,3.440754
8192,3340,4852,Composite,1012855,1025875251025,3.06923
8192,3341,4851,Composite,771771,595630476441,3.008894
8192,3342,4850,Composite,810435,656804889225,3.019744
8192,3343,4849,Mixed,16210207,262770810982849,3.684677
8192,3344,4848,Composite,63327,4010308929,2.453928
8192,3345,4847,Composite,16213215,262868340636225,3.684718
8192,3346,4846,Composite,4053679,16432313435041,3.377046
8192,3347,4845,Mixed,16216215,262965628926225,3.684759
8192,3348,4844,Composite,112623,12683940129,2.581714
8192,3349,4843,Composite,16219207,263062675708849,3.6848
8192,3350,4842,Composite,270345,73086419025,2.776068
8192,3351,4841,Composite,16222191,263159480840481,3.684841
8192,3352,4840,Composite,23045,531072025,2.229564
8192,3353,4839,Composite,16225167,263256044177889,3.684882
8192,3354,4838,Composite,4056663,16456514695569,3.37721
8192,3355,4837,Composite,16228135,263352365578225,3.684922
8192,3356,4836,Composite,1014351,1028907951201,3.069558
8192,3357,4835,Composite,5410365,29272049433225,3.441122
8192,3358,4834,Composite,4058143,16468524608449,3.377291
8192,3359,4833,Mixed,1803783,3253633111089,3.197322
8192,3360,4832,Composite,15855,251381025,2.146562
8192,3361,4831,Goldbach,16236991,263639876734081,3.685043
8192,3362,4830,Composite,99015,9803970225,2.553132
8192,3363,4829,Composite,16239927,263735228965329,3.685083
8192,3364,4828,Composite,35003,1225210009,2.322337
8192,3365,4827,Composite,16242855,263830338551025,3.685123
8192,3366,4826,Composite,1353693,1832484738249,3.133611
8192,3367,4825,Composite,3249155,10557008214025,3.327944
8192,3368,4824,Composite,84621,7160713641,2.518266
8192,3369,4823,Composite,16248687,264019829223969,3.685203
8192,3370,4822,Composite,4062535,16504190626225,3.377531
8192,3371,4821,Mixed,16251591,264114210031281,3.685243
8192,3372,4820,Composite,1015815,1031880114225,3.069878
8192,3373,4819,Mixed,16254487,264208347633169,3.685282
8192,3374,4818,Composite,4063983,16515957824289,3.37761
8192,3375,4817,Mixed,72255,5220785025,2.483202
8192,3376,4816,Composite,63511,4033647121,2.454572
8192,3377,4815,Composite,5420085,29377321407225,3.441521
8192,3378,4814,Composite,4065423,16527664168929,3.377688
8192,3379,4813,Mixed,16263127,264489299818129,3.6854
8192,3380,4812,Composite,78195,6114458025,2.500737
8192,3381,4811,Composite,2323713,5399642106369,3.253539
8192,3382,4810,Composite,4066855,16539309591025,3.377766
8192,3383,4809,Composite,16268847,264675382709409,3.685478
8192,3384,4808,Composite,84741,7181037081,2.51858
8192,3385,4807,Composite,16271695,264768058173025,3.685517
8192,3386,4806,Composite,452031,204332024961,2.890163
8192,3387,4805,Composite,524985,275609250225,2.923372
8192,3388,4804,Composite,92477,8551995529,2.53797
8192,3389,4803,Mixed,16277367,264952676452689,3.685594
8192,3390,4802,Composite,11865,140778225,2.082219
8192,3391,4801,Goldbach,16280191,265044618996481,3.685633
8192,3392,4800,Composite,795,632025,1.482279
8192,3393,4799,Mixed,5427669,29459590773561,3.441831
8192,3394,4798,Composite,4071103,16573879636609,3.377998
8192,3395,4797,Composite,5428605,29469752246025,3.441869
8192,3396,4796,Composite,1017951,1036224238401,3.070344
8192,3397,4795,Composite,16288615,265318978618225,3.685748
8192,3398,4794,Composite,4072503,16585280685009,3.378075
8192,3399,4793,Mixed,16291407,265409942039649,3.685786
8192,3400,4792,Composite,50915,2592337225,2.405508
8192,3401,4791,Composite,16294191,265500660344481,3.685824
8192,3402,4790,Composite,50295,2529587025,2.402789
8192,3403,4789,Mixed,16296967,265591133399089,3.685862
8192,3404,4788,Composite,339549,115293523401,2.826655
8192,3405,4787,Mixed,16299735,265681361070225,3.685899
8192,3406,4786,Composite,4075279,16607898927841,3.378226
8192,3407,4785,Mixed,16302495,265771343225025,3.685937
8192,3408,4784,Composite,63687,4056033969,2.455186
8192,3409,4783,Mixed,16305247,265861079731009,3.685974
8192,3410,4782,Composite,4076655,16619115989025,3.378301
8192,3411,4781,Composite,5435997,29550063384009,3.442171
8192,3412,4780,Composite,1019335,1039043842225,3.070646
8192,3413,4779,Mixed,604101,364938018201,2.954528
8192,3414,4778,Composite,4078023,16630271588529,3.378375
8192,3415,4777,Composite,16313455,266128814037025,3.686086
8192,3416,4776,Composite,254919,64983696561,2.763028
8192,3417,4775,Composite,3263235,10648702665225,3.328903
8192,3418,4774,Composite,4079383,16641365660689,3.378449
8192,3419,4773,Composite,16318887,266306072918769,3.68616
8192,3420,4772,Composite,340005,115603400025,2.826953
8192,3421,4771,Composite,16321591,266394332771281,3.686197
8192,3422,4770,Composite,1360245,1850266460025,3.134682
8192,3423,4769,Composite,16324287,266482346058369,3.686233
8192,3424,4768,Composite,15943,254179249,2.14779
8192,3425,4767,Composite,3265395,10662804506025,3.32905
8192,3426,4766,Composite,4082079,16663368962241,3.378596
8192,3427,4765,Composite,16329655,266657632419025,3.686306
8192,3428,4764,Composite,1020687,1041801951969,3.07094
8192,3429,4763,Composite,1814703,3293146978209,3.198662
8192,3430,4762,Composite,83335,6944722225,2.514867
8192,3431,4761,Composite,236739,56045354121,2.746606
8192,3432,4760,Composite,255255,65155115025,2.76332
8192,3433,4759,Goldbach,16337647,266918709496609,3.686415
8192,3434,4758,Composite,4084743,16685125376049,3.378741
8192,3435,4757,Composite,16340295,267005240687025,3.686451
8192,3436,4756,Composite,1021351,1043157865201,3.071084
8192,3437,4755,Composite,16342935,267091524414225,3.686487
8192,3438,4754,Composite,1362021,1855101204441,3.134972
8192,3439,4753,Composite,2335081,5452603276561,3.254622
8192,3440,4752,Composite,7095,50339025,1.96809
8192,3441,4751,Mixed,16348191,267263348972481,3.686558
8192,3442,4750,Composite,163495,26730615025,2.664444
8192,3443,4749,Composite,16350807,267348889551249,3.686594
8192,3444,4748,Composite,1022007,1044498308049,3.071227
8192,3445,4747,Composite,16353415,267434182162225,3.686629
8192,3446,4746,Composite,4088679,16717295965041,3.378954
8192,3447,4745,Composite,5452005,29724358520025,3.442824
8192,3448,4744,Composite,255583,65322669889,2.763605
8192,3449,4743,Mixed,5452869,29733780331161,3.442859
8192,3450,4742,Composite,817995,669115820025,3.021805
8192,3451,4741,Composite,16361191,267688570938481,3.686735
8192,3452,4740,Composite,1022655,1045823249025,3.071367
8192,3453,4739,Composite,16363767,267772870430289,3.686769
8192,3454,4738,Composite,4091263,16738432935169,3.379095
8192,3455,4737,Composite,16366335,267856921332225,3.686804
8192,3456,4736,Composite,111,12321,1.045295
8192,3457,4735,Mixed,16368895,267940723521025,3.686839
8192,3458,4734,Composite,1364181,1860989800761,3.135324
8192,3459,4733,Mixed,16371447,268024276873809,3.686874
8192,3460,4732,Composite,78715,6196051225,2.502208
8192,3461,4731,Mixed,16373991,268107581268081,3.686908
8192,3462,4730,Composite,4093815,16759321254225,3.379233
8192,3463,4729,Goldbach,16376527,268190636581729,3.686942
8192,3464,4728,Composite,255903,65486345409,2.763883
8192,3465,4727,Composite,5459685,29808160299225,3.443136
8192,3466,4726,Composite,4095079,16769672016241,3.379302
8192,3467,4725,Mixed,364035,132521481225,2.84211
8192,3468,4724,Composite,60231,3627773361,2.442803
8192,3469,4723,Goldbach,16384087,268438306823569,3.687045
8192,3470,4722,Composite,4096335,16779960432225,3.37937
8192,3471,4721,Mixed,16386591,268520364601281,3.687079
8192,3472,4720,Composite,64015,4097920225,2.456327
8192,3473,4719,Composite,1489917,2219852666889,3.154892
8192,3474,4718,Composite,1365861,1865576271321,3.135597
8192,3475,4717,Composite,3278315,10747349239225,3.329927
8192,3476,4716,Composite,341517,116633861289,2.827938
8192,3477,4715,Composite,16394055,268765039343025,3.68718
8192,3478,4714,Composite,4098823,16800349985329,3.379504
8192,3479,4713,Composite,2342361,5486655054321,3.255313
8192,3480,4712,Composite,256215,65646126225,2.764153
8192,3481,4711,Composite,277949,77255646601,2.782225
8192,3482,4710,Composite,4100055,16810451003025,3.379571
8192,3483,4709,Composite,607461,369008866521,2.955759
8192,3484,4708,Composite,1025167,1050967377889,3.071912
8192,3485,4707,Composite,5467965,29898641241225,3.443473
8192,3486,4706,Composite,4101279,16820489435841,3.379637
8192,3487,4705,Composite,16406335,269167828132225,3.687346
8192,3488,4704,Composite,2289,5239521,1.717
8192,3489,4703,Mixed,16408767,269247634460289,3.687379
8192,3490,4702,Composite,4102495,16830465225025,3.379703
8192,3491,4701,Mixed,16411191,269327190038481,3.687412
8192,3492,4700,Composite,68385,4676508225,2.470983
8192,3493,4699,Composite,16413607,269406494750449,3.687444
8192,3494,4698,Composite,151989,23100656121,2.648247
8192,3495,4697,Composite,16416015,269485548480225,3.687477
8192,3496,4696,Composite,256519,65801997361,2.764416
8192,3497,4695,Composite,16418415,269564351112225,3.687509
8192,3498,4694,Composite,4104903,16850228639409,3.379833
8192,3499,4693,Mixed,864253,746933248009,3.034014
8192,3500,4692,Composite,41055,1685513025,2.357734
8192,3501,4691,Mixed,5474397,29969022513609,3.443734
8192,3502,4690,Composite,4106095,16860016149025,3.379898
8192,3503,4689,Composite,5475189,29977694585721,3.443766
8192,3504,4688,Composite,64167,4117403889,2.456853
8192,3505,4687,Composite,16427935,269877048364225,3.687638
8192,3506,4686,Composite,4107279,16869740783841,3.379962
8192,3507,4685,Composite,16430295,269954593787025,3.68767
8192,3508,4684,Composite,1026967,1054661219089,3.072301
8192,3509,4683,Composite,1493877,2231668491129,3.155482
8192,3510,4682,Composite,456495,208387685025,2.892345
8192,3511,4681,Mixed,16434991,270108929170081,3.687733
8192,3512,4680,Composite,85605,7328216025,2.520832
8192,3513,4679,Mixed,16437327,270185718904929,3.687765
8192,3514,4678,Composite,4109623,16889001202129,3.380088
8192,3515,4677,Composite,16439655,270262256519025,3.687796
8192,3516,4676,Composite,1027551,1055861057601,3.072427
8192,3517,4675,Mixed,3288395,10813541676025,3.330608
8192,3518,4674,Composite,4110783,16898536873089,3.380151
8192,3519,4673,Mixed,5481429,30046063882041,3.444019
8192,3520,4672,Composite,4015,16120225,1.841721
8192,3521,4671,Composite,1827399,3339387105201,3.200209
8192,3522,4670,Composite,4111935,16908009444225,3.380213
8192,3523,4669,Composite,16448887,270565883538769,3.687921
8192,3524,4668,Composite,1028127,1057045128129,3.072552
8192,3525,4667,Composite,3290235,10825646355225,3.330732
8192,3526,4666,Composite,4113079,16917418860241,3.380275
8192,3527,4665,Mixed,16453455,270716181437025,3.687983
8192,3528,4664,Composite,12243,149891049,2.08918
8192,3529,4663,Goldbach,16455727,270790951098529,3.688013
8192,3530,4662,Composite,1371405,1880751674025,3.136496
8192,3531,4661,Composite,16457991,270865467756081,3.688044
8192,3532,4660,Composite,1028695,1058213403025,3.072674
8192,3533,4659,Mixed,16460247,270939731301009,3.688074
8192,3534,4658,Composite,4115343,16936048007649,3.380397
8192,3535,4657,Mixed,16462495,271013741625025,3.688105
8192,3536,4656,Composite,64311,4135904721,2.45735
8192,3537,4655,Composite,261345,68301209025,2.768553
8192,3538,4654,Composite,4116463,16945267630369,3.380458
8192,3539,4653,Mixed,5488989,30129000242121,3.444324
8192,3540,4652,Composite,1029255,1059365855025,3.072795
8192,3541,4651,Goldbach,16469191,271234252194481,3.688195
8192,3542,4650,Composite,823515,678176955225,3.023298
8192,3543,4649,Mixed,16471407,271307248559649,3.688225
8192,3544,4648,Composite,257383,66246008689,2.765163
8192,3545,4647,Composite,16473615,271379991168225,3.688254
8192,3546,4646,Composite,1372893,1884835189449,3.136737
8192,3547,4645,Mixed,16475815,271452479914225,3.688284
8192,3548,4644,Composite,114423,13092622929,2.585233
8192,3549,4643,Mixed,1267539,1606655116521,3.119015
8192,3550,4642,Composite,823955,678901842025,3.023416
8192,3551,4641,Composite,16480191,271596695396481,3.688343
8192,3552,4640,Composite,16095,259049025,2.149896
8192,3553,4639,Mixed,16482367,271668421922689,3.688372
8192,3554,4638,Composite,4120863,16981511864769,3.380695
8192,3555,4637,Mixed,5494845,30193321574025,3.444561
8192,3556,4636,Composite,1030351,1061623183201,3.073031
8192,3557,4635,Mixed,5495565,30201234669225,3.44459
8192,3558,4634,Composite,4121943,16990414095249,3.380753
8192,3559,4633,Mixed,16488847,271882075389409,3.68846
8192,3560,4632,Composite,257655,66386099025,2.765397
8192,3561,4631,Composite,16490991,271952784162081,3.688488
8192,3562,4630,Composite,4123015,16999252690225,3.380811
8192,3563,4629,Composite,16493127,272023238238129,3.688517
8192,3564,4628,Composite,38181,1457788761,2.341626
8192,3565,4627,Composite,16495255,272093437515025,3.688546
8192,3566,4626,Composite,1374693,1889780844249,3.137027
8192,3567,4625,Composite,659895,435461411025,2.974135
8192,3568,4624,Composite,3791,14371681,1.828979
8192,3569,4623,Composite,16499487,272233071263169,3.688603
8192,3570,4622,Composite,4125135,17016738768225,3.380925
8192,3571,4621,Goldbach,16501591,272302505531281,3.688631
8192,3572,4620,Composite,1031415,1063816902225,3.073261
8192,3573,4619,Composite,5501229,30263520510441,3.444819
8192,3574,4618,Composite,4126183,17025386149489,3.380981
8192,3575,4617,Composite,40755,1660970025,2.356106
8192,3576,4616,Composite,257919,66522210561,2.765624
8192,3577,4615,Composite,2358265,5561413810225,3.256815
8192,3578,4614,Composite,4127223,17033969691729,3.381037
8192,3579,4613,Composite,16509927,272577689545329,3.688743
8192,3580,4612,Composite,1031935,1064889844225,3.073372
8192,3581,4611,Mixed,16511991,272645846784081,3.688771
8192,3582,4610,Composite,1376085,1893609927225,3.137252
8192,3583,4609,Mixed,16514047,272713748318209,3.688799
8192,3584,4608,Composite,21,441,0.675741
8192,3585,4607,Composite,16516095,272781394049025,3.688826
8192,3586,4606,Composite,589897,347978470609,2.949247
8192,3587,4605,Composite,16518135,272848783878225,3.688853
8192,3588,4604,Composite,1032447,1065946807809,3.073483
8192,3589,4603,Mixed,16520167,272915917707889,3.688881
8192,3590,4602,Composite,4130295,17059336787025,3.381202
8192,3591,4601,Composite,1835799,3370157968401,3.201227
8192,3592,4600,Composite,51635,2666173225,2.408625
8192,3593,4599,Mixed,5508069,30338824108761,3.445095
8192,3594,4598,Composite,375573,141055078329,2.849036
8192,3595,4597,Mixed,16526215,273115782226225,3.688962
8192,3596,4596,Composite,1032951,1066987768401,3.073591
8192,3597,4595,Composite,16528215,273181891086225,3.688989
8192,3598,4594,Composite,4132303,17075928083809,3.38131
8192,3599,4593,Composite,16530207,273247743462849,3.689016
8192,3600,4592,Composite,4305,18533025,1.8572
8192,3601,4591,Mixed,16532191,273313339260481,3.689042
8192,3602,4590,Composite,459255,210915155025,2.893682
8192,3603,4589,Composite,16534167,273378678383889,3.689069
8192,3604,4588,Composite,1033447,1068012701809,3.073697
8192,3605,4587,Composite,16536135,273443760738225,3.689095
8192,3606,4586,Composite,4134279,17092262849841,3.381416
